composerName,workTitle,quantile,dateCount
"Kahn,  Robert",PRAELUDIUM,3,1
"Kalhor,  Kayhan",BLUE AS THE TURQUOISE NIGHT OF NEYSHABUR (ARR. Prutsman),2,5
"Kalinnikov,  Vassili","FIR TREE AND THE PALM, THE",3,1
"Kalinnikov,  Vassili","SYMPHONY NO. 1, G MINOR",2,6
"Kalkbrenner,  Friedrich [Frédéric]",GRAND RONDEAU: LE GAGE D'AMITIE,3,1
"Kalliwoda,  Johann  W.","OVERTURE NO. 1, D MINOR, OP. 38",2,6
"Kalliwoda,  Johann  W.","OVERTURE, F MAJOR",3,1
"Kalliwoda,  Johann  W.","OVERTURE, NO. 11, OP. 143",3,1
"Kalliwoda,  Johann  W.",SYMPHONY NO. 1,3,1
"Kallman,  Daniel",GEORGE AND KAREN,3,1
"Kalman [Kálmán],  Emmerich",COUNTESS MARITZA,2,15
"Kamen,  Michael",MR. HOLLAND'S OPUS - AN AMERICAN SYMPHONY,3,1
"Kaminski,  Heinrich",MAGNIFICAT,3,1
"Kancheli,  Giya",ABII NE VIDEREM,3,3
"Kancheli,  Giya",AND FAREWELL GOES OUT SIGHING,3,3
"Kancheli,  Giya",SYMPHONY NO. 3,3,3
"Kander,  John","CABARET, WILKOMMEN  (ORCH+SOLO VOICE) (ARR. Gibson and Hochman)",3,1
"Kander,  John","FLORA, THE RED MENACE",3,1
"Kander,  John","NEW YORK, NEW YORK (ARR. Costa)",3,2
"Kander,  John","NEW YORK, NEW YORK (ARR. Hochman)",3,2
"Kander,  John","NEW YORK, NEW YORK (DRUM AND BUGLE CORPS) (ARR. Crawford)",3,3
"Kander,  John","NEW YORK, NEW YORK (ORCH) (ARR. Broughton)",2,7
"Kander,  John","OLD NEW YORK ... NEW YORK, NEW YORK (VOCAL) (ARR. Hamlisch)",3,1
"Kander,  John","VISIT, THE (ARR. Thalken)",3,1
"Karlowicz,  Mieczyslaw","CONCERTO, VIOLIN, A MAJOR, OP. 8",3,2
"Kassern,  Tadeusz","CONCERTO, STRING ORCHESTRA",3,1
"Katzer,  Georg",SOUND-HOUSE,3,4
"Kay,  Hershy",WESTERN SYMPHONY,3,3
"Kay,  Ulysses  Simpson",BRIEF ELEGY,3,1
"Kay,  Ulysses  Simpson","CHARIOTS, ORCHESTRAL RHAPSODY",3,3
"Kay,  Ulysses  Simpson",MARKINGS,2,5
"Kay,  Ulysses  Simpson",SUITE FOR STRINGS,3,3
"Kay,  Ulysses  Simpson",THREE PIECES AFTER BLAKE,3,1
"Keillor,  Garrison",ONLY FOR YOU,3,1
"Keillor,  Garrison",SONG OF THE EXILES (ARR. Kallman),3,1
"Keillor/Dworsky/Stein,  Garrison/Rich/Andy",SONNETS,3,1
"Kellaway,  Roger",SONGS OF ASCENT FOR TUBA AND ORCHESTRA,3,3
"Kelley,  Daniel",HOME ON THE RANGE,3,2
"Kelley,  Daniel",HOME ON THE RANGE (ARR. Hazell),3,1
"Kempter,  Lothar","CAPRICCIO FOR FLUTE, OP. 32",3,1
"Kennan,  Kent",NIGHT SOLILOQUY,3,1
"Kent,  Walter",I'LL BE HOME FOR CHRISTMAS (ARR. Firth),3,2
"Kent,  Walter",I'LL BE HOME FOR CHRISTMAS (ARR. Hayes),3,2
"Kern,  Jerome",A SYMPHONIC STORY OF JEROME KERN (ARR. Bennett),3,1
"Kern,  Jerome","KENRCERTO, PIANO AND ORCHESTRA (ARR. Warner)",3,1
"Kern,  Jerome",MARK TWAIN,2,6
"Kern,  Jerome",PORTRAIT IN MUSIC (ARR. Bennett),3,2
"Kern,  Jerome",SHOW BOAT (ARR. Bennett),2,19
"Kern,  Jerome",SHOW BOAT: NOBODY ELSE BUT ME (ARR. Matz),3,3
"Kern,  Jerome",SHOW BOAT: SCENARIO FOR ORCHESTRA,3,4
"Kern,  Jerome",SMOKE GETS IN YOUR EYES,3,2
"Kern,  Jerome","SONG IS YOU, THE",3,2
"Kern,  Jerome","SONG IS YOU, THE (ARR. FOR DUO PIANO) (ARR. Whittemore and Lowe)",3,1
"Kern,  Jerome","SONG IS YOU, THE (ARR. May)",3,1
"Kern,  Jerome",VERY WARM FOR MAY,2,5
"Kernis,  Aaron  Jay",DREAM OF THE MORNING SKY (CYCLE V - PART 1),3,1
"Kernis,  Aaron  Jay",GARDEN OF LIGHT,3,3
"Kernis,  Aaron  Jay",LAMENT AND PRAYER,3,3
"Kernis,  Aaron  Jay",NEW ERA DANCE,2,6
"Kernis,  Aaron  Jay",SIMPLE SONGS,3,3
"Kerr,  Joseph  Frizell",BESSIE,3,1
"Kessler,  James C.",ARMED FORCES SALUTE (ARR. Kessler),3,3
"Khachaturian,  Aram","CONCERTO, PIANO",2,13
"Khachaturian,  Aram","CONCERTO, VIOLIN",2,7
"Khachaturian,  Aram","CONCERTO-RHAPSODY, CELLO AND ORCHESTRA",3,4
"Khachaturian,  Aram","GAYANE, SUITE NO. 1, OP. 53",2,24
"Khachaturian,  Aram","GAYANE, SUITE NO. 2, OP. 54",2,6
"Khachaturian,  Aram","GAYANE, SUITE NO. 3, OP. 55",2,22
"Khachaturian,  Aram",GAYANE: SELECTIONS FROM SUITES (PERF WITH DANCERS),3,4
"Khachaturian,  Aram",GAYANE: THREE UNSPECIFIED DANCES FROM SUITES,3,1
"Khachaturian,  Aram",MASQUERADE SUITE,2,17
"Khachaturian,  Aram",RUSSIAN FANTASY,3,4
"Khachaturian,  Aram",SPARTACUS: SUITE NO. 2,3,2
"Khachaturian,  Aram",SYMPHONY NO. 2,3,4
"Kilar,  Wojciech",RIFF 62,2,8
"Kim,  Earl",VIOLIN CONCERTO,3,4
"Kim,  Sae-Young",HAPPY CAT,3,1
"Kim,  Texu",SPIN-FLIP,3,1
"King,  Karl  Lawrence",BARNUM AND BAILEY'S FAVORITE,3,4
"King,  Karl  Lawrence",INVICTUS,3,4
"Kinkel,  Johanna",FAREWELL,3,1
"Kirchner,  Leon","CONCERTO, PIANO, NO. 1",3,2
"Kirchner,  Leon","CONCERTO, PIANO, NO. 2",3,4
"Kirchner,  Leon","CONCERTO, VIOLIN, CELLO, 10 WINDS & PERCUSSION",3,1
"Kirchner,  Leon",MUSIC FOR CELLO AND ORCHESTRA,2,8
"Kirchner,  Leon",MUSIC FOR ORCHESTRA,2,8
"Kirchner,  Leon",SINFONIA IN TWO PARTS,3,2
"Kjerulf,  Halfdan",A RAEVEN LA (THE FOX AND THE HARE),3,1
"Kjerulf,  Halfdan",BRIDAL PROCESSION IN HARDANGER,3,1
"Klein,  Bruno  Oscar","SUITE, CELLO, F MAJOR, OP. 28",3,2
"Kleinsinger,  George",ADVENTURES OF A ZOO,3,1
"Kleinsinger,  George",DANCE OF THE SABRAS,3,1
"Kleinsinger,  George",ONCE UPON AN ORCHESTRA,3,1
"Kleinsinger,  George",PAN THE PIPER,3,2
"Kleinsinger,  George","STORY OF CELESTE, THE",3,2
"Kleinsinger,  George","STREET CORNER CONCERTO, HARMONICA",3,1
"Kleinsinger,  George",TUBBY THE TUBA,3,2
"Klughardt,  August","CONCERTO, CELLO, A MINOR, OP. 59",3,2
"Klughardt,  August","SYMPHONY, C MINOR",3,2
"Knight,  G.  H.","SONG OF THE BELL, THE",3,1
"Knussen,  Oliver","CONCERTO, VIOLIN",3,4
"Knussen,  Oliver","FLOURISH WITH FIREWORKS, OP. 22",2,7
"Knussen,  Oliver","SYMPHONY NO. 3, OP. 18",3,3
"Knussen,  Oliver",WHERE THE WILD THINGS ARE,3,1
"Knussen,  Oliver","WHITMAN SETTINGS, OP. 25A",3,3
"Koch,  Friedrich  E.","SYMPHONIC FUGUE, OP.8",3,1
"Kodaly [Kodály],  Zoltán",DANCES OF GALANTA (GALÁNTAI TÁCKOK),1,57
"Kodaly [Kodály],  Zoltán",DANCES OF MAROSSZEK (MAROSSZÉKI TÁNCOK),3,3
"Kodaly [Kodály],  Zoltán",HARY JANOS: SUITE,1,43
"Kodaly [Kodály],  Zoltán",PSALMUS HUNGARICUS,2,10
"Kodaly [Kodály],  Zoltán","SERENADE FOR TWO VIOLINS AND VIOLA, OP. 12",3,1
"Kodaly [Kodály],  Zoltán",SUMMER EVENING,3,1
"Kodaly [Kodály],  Zoltán",VARIATIONS ON A HUNGARIAN FOLKSONG (PEACOCK),2,14
"Koechlin,  Charles",LE THE,3,1
"Koechlin,  Charles",SI TU LE VEUX (VOICE + ORCH) (ARR. Unspecified),3,1
"Koechlin,  Charles",SI TU LE VEUX (VOICE + PNO),3,1
"Kokkonen,  Joonas",SYMPHONY NO. 1,3,4
"Kolar,  Victor",BAGATELLE,3,1
"Kolb,  Barbara",ALL IN GOOD TIME,3,4
"Kolb,  Barbara",CHROMATIC FANTASY,3,1
"Kolb,  Barbara",SOUNDINGS,3,4
"Konoye,  Hidemaro",ETENRAKU,2,5
"Koper,  Karl-Heinz  (Köper)",POP CORN CONCERTO,3,3
"Kornauth,  Egon",ELEGY FOR ORCHESTRA,3,1
"Korngold,  Erich","ADVENTURES OF ROBIN HOOD, MARIAN AND ROBIN'S LOVE THEME FROM (ARR. Williams)",3,1
"Korngold,  Erich","ADVENTURES OF ROBIN HOOD, SUITE",3,1
"Korngold,  Erich","CONCERTO, LEFT-HAND PIANO, C SHARP MAJOR, OP. 17",3,4
"Korngold,  Erich","CONCERTO, VIOLIN, D MAJOR, OP.35",2,17
"Korngold,  Erich",DIE TOTE STADT,2,12
"Korngold,  Erich","KATHRIN, DIE",3,1
"Korngold,  Erich","MUCH ADO ABOUT NOTHING: SUITE [VIEL LAERMEN UM NICHTS] , OP. 11",2,6
"Korngold,  Erich",PRIVATE LIVES OF ELIZABETH AND ESSEX,3,1
"Korngold,  Erich","SCHAUSPIEL-OVERTURE, OP. 4",3,2
"Korngold,  Erich","SYMPHONY, F SHARP MAJOR, OP. 40",3,4
"Kostelanetz,  Andre",CARNIVAL OF MARRIAGE (OGDEN NASH) (ARR. Kostelanetz),3,3
"Kotzwara,  Franz","BATTLE OF PRAGUE, THE: TURKISH QUICKSTEP",3,4
"Koussevitzky,  Serge","CONCERTO, CONTRABASS, F-SHARP MINOR, OP. 3 (ARR. Meyer-Tormin)",2,5
"Koutzen,  Boris",MORNING MUSIC FOR FLUTE AND STRINGS,3,3
"Kozeluch,  Leopold  Anton",SECOND QUARTET: ANDANTE - ALLEGRO (ARR. Pochon),3,2
"Kraft,  William","CONCERTO, FOUR PERCUSSION SOLOISTS",3,3
"Kramer,  Alex  Walter",A NOCTURNE,3,1
"Kramer,  Alex  Walter","SWANS, OP. 44, NO. 4",3,1
"Kramer,  Alex  Walter","TWO SKETCHES, OP.37A",3,2
"Kravath,  Lilly",SUNSET - SUNRISE,3,3
"Krawczyk,  Franck",APRES,3,4
"Kreisler,  Fritz",CAPRICE VIENNOISE,3,2
"Kreisler,  Fritz","CONCERTO, VIOLIN AND ORGAN, C MAJOR",3,4
"Kreisler,  Fritz",KREISLERIANA,2,5
"Kreisler,  Fritz",LIEBESFREUD (ARR. McAlister),3,1
"Kreisler,  Fritz",LIEBESFREUD (DUO PIANOS) (ARR. Whittemore and Lowe),3,1
"Kreisler,  Fritz",LIEBESFREUD (ORCH) (ARR. Lichter),2,6
"Kreisler,  Fritz",LIEBESLEID (ARR. Kreisler),2,5
"Kreisler,  Fritz",LIEBESLEID (ARR. Lichter),3,1
"Kreisler,  Fritz",LIEBESLEID (ARR. McAlister),3,1
"Kreisler,  Fritz",RECITATIVE AND SCHERZO,2,5
"Kreisler,  Fritz",SCHOEN ROSMARIN (ARR. McAlister),3,1
"Kreisler,  Fritz",SCHON ROSMARIN,3,4
"Kreisler,  Fritz",SISSY,3,2
"Kreisler,  Fritz",TAMBOURIN CHINOIS (ARR. Igudesman),3,1
"Kreisler,  Fritz",TAMBOURIN CHINOIS (ARR. McAlister),3,4
"Kreisler,  Fritz",TAMBOURIN CHINOIS (ORIG. VIOLIN),3,1
"Krenek,  Ernst","CONCERTO, PIANO, NO. 3",3,3
"Krenek,  Ernst","CONCERTO, TWO PIANOS",3,1
"Krenek,  Ernst","DER TRIUMPH DER EMPFINDSAMKEIT, OP. 43A: SUITE",3,3
"Krenek,  Ernst",SYMPHONIC ELEGY,3,3
"Krenek,  Ernst",SYMPHONY NO. 4,3,3
"Krenek,  Ernst","VARIATIONS FOR ORCHESTRA, OP. 69",3,2
"Kreutz,  Arthur",MOSQUITO SERENADE,3,2
"Kreutz,  Arthur",MUSIC FOR SYMPHONY ORCHESTRA,3,2
"Kreutz,  Arthur",PAUL BUNYAN SUITE,3,1
"Kreutzer,  Conradin",AN DAS VATERLAND,3,1
"Kreutzer,  Conradin",APPROACH OF SPRING (FRUHLINGS-NAHEN),3,1
"Kreutzer,  Conradin","NACHTLAGER IN GRANADA, DAS",3,1
"Krieger,  Henry",DREAMGIRLS (VOICE + ORCH) (ARR. Gandy),3,1
"Krug,  Arnold",OTHELLO: SYMPHONIC PROLOGUE,3,4
"Kubik,  Gail",SYMPHONY NO. 3,3,2
"Kummer,  Friedrich  August",GRANDE FANTASIE RUSSE FOR CELLO,3,2
"Kurtag [Kurtág],  Georgy [György]",QUASI UNA FANTASIA,3,4
"Kurthy,  Zoltan",OVERTURE,3,2
"Kurthy,  Zoltan","PUSZTA, SYMPHONIC RHAPSODY",3,2
"Kurthy,  Zoltan",SCHERZO FOR ORCHESTRA,3,2
"La Forge,  Frank",EXPECTANCY,3,1
"La Forge,  Frank",I CAME WITH A SONG,3,1
"La Montaine,  John","FRAGMENTS FROM ""THE SONG OF SONGS,"" OP. 29",3,4
"Labate,  Bruno",DALL' ORIENTE FOR OBOE,3,1
"Labate,  Bruno",HABANERA,3,1
"Labate,  Bruno",INTERMEZZO FOR WOODWINDS,3,1
"Labate,  Bruno",QUINTET: SCHERZINO AND INTERMEZZO,3,1
"Labate,  Bruno",SCHERZO FOR OBOE AND ORCHESTRA,3,1
"Labate,  Bruno",SEXTET,3,1
"Labate,  Bruno",VILLANELLE FOR OBOE,3,4
"LaChiusa,  Michael  John","WILD PARTY, THE",3,1
"Lachner,  Franz",BEWUSTSEIN (REMEMBRANCE),3,1
"Lachner,  Franz","FESTIVAL OVERTURE, D MAJOR, OP.30",3,1
"Lachner,  Franz",KRIEGERS GEBET,3,1
"Lachner,  Franz","QUARTET, SERENADE",3,1
"Lachner,  Franz",SINFONIA PASSIONATA (PRIZE SYMPHONY),3,1
"Lachner,  Franz",UBERALL DU,3,1
"Lachner,  Franz",WEEP NOT FOR SORROW,3,1
"Laderman,  Ezra",MAGIC PRISON,3,4
"Ladmirault,  Paul  Emile",VARIATIONS SUR DES AIRS DE BINIOU,3,2
"Lalo,  Edouard",AUBADE,3,1
"Lalo,  Edouard","CONCERTO, CELLO, D MINOR",2,24
"Lalo,  Edouard","CONCERTO, VIOLIN, F MINOR, OP. 20",2,5
"Lalo,  Edouard","ROI D'YS, LE",2,32
"Lalo,  Edouard","SYMPHONIE ESPAGNOLE, OP. 21",1,82
"Lamb,  Joseph  Francis",RAGTIME NIGHTINGALE,3,3
"Lamond,  Frederic","FROM THE SCOTTISH HIGHLANDS, OP. 4",3,2
"Lane,  Burton",DANCING ON A DIME:  I HEAR MUSIC (ARR. Mays),3,1
"Lane,  Burton",FINIAN'S RAINBOW,3,4
"Lane,  Burton","ON A CLEAR DAY: HURRY, IT'S LOVELY UP HERE",3,2
"Lane,  Burton",ROYAL WEDDING:  YOU'RE ALL THE WORLD TO ME (ARR. Sendrey),3,3
"Lang,  David",EATING LIVING MONKEYS,3,4
"Lang,  David",PRISONER OF THE STATE,3,3
"Lang,  Margaret  R.",WIND,3,2
"Lange,  Samuel  de, Jr.",DUTCH SERENADE,3,3
"Langgaard,  Rued",SYMPHONY NO. 6 (THE HEAVEN-TEARING),3,4
"Langley,  Allan  Lincoln",NORTHERN LIGHTS WALTZ,3,1
"Langley,  Allan  Lincoln",TOKALON,3,1
"Lara,  Agustín",GRANADA (ARR. Hayes),3,2
"Lara,  Agustín",GRANADA (ARR. Schifrin),3,1
"Larson,  Jonathan",RENT,3,1
"Larsson,  Lars  Erik","CONCERTO, SAXOPHONE",3,1
"Lassen,  Eduard","CONCERTO, VIOLIN, OP. 87",3,2
"Lassen,  Eduard","FESTIVAL OVERTURE, OP.51",3,1
"Lassus,  Orlande  De","MATONA, MIA CARA",3,1
"Laucella,  Nicola",CONSALVO,3,1
"Laucella,  Nicola",PRELUDE AND TEMPLE DANCE,3,1
"Laucella,  Nicola",WHITEHOUSE,3,2
"Layton,  Turner",AFTER YOU'VE GONE (ARR. Still),3,4
"Lazzari,  Sylvio",IMPRESSIONS OF NIGHT,3,1
"Leclair,  Jean  Marie","CONCERTO, VIOLIN, OP. 7, NO. 1, D MINOR",3,2
"Leclair,  Jean  Marie","SONATA, TWO  VIOLINS, E MINOR, OP. 3, NO. 5",3,2
"Lees,  Benjamin","CONCERTO, STRING QUARTET",3,4
"Lees,  Benjamin",PROFILE FOR ORCHESTRA,3,4
"LeFrak,  Karen","BITE OF THE APPLE, A",3,1
"LeFrak,  Karen",SLEEPOVER AT THE MUSEUM,3,1
"Leger,  Anabel","GROWING ORCHESTRA TREE, THE",3,1
"Lehar [Lehár],  Franz",COUNT OF LUXEMBOURG: SUITE,3,4
"Lehar [Lehár],  Franz",FRASQUITA,3,2
"Lehar [Lehár],  Franz",FRIEDERIKE,3,1
"Lehar [Lehár],  Franz",GIUDITTA,2,13
"Lehar [Lehár],  Franz",GOLD AND SILVER WALTZES,2,5
"Lehar [Lehár],  Franz","LAND OF SMILES, THE (DAS LAND DES LÄCHELNS)",2,7
"Lehar [Lehár],  Franz","MERRY WIDOW, THE",2,29
"Lehar [Lehár],  Franz","MERRY WIDOW, THE: SUITE (ORCH.) (ARR. Kostelanetz)",2,18
"Lehar [Lehár],  Franz",PAGANINI,3,1
"Lehar [Lehár],  Franz",SCHÖN IST DIE WELT,2,9
"Lehar [Lehár],  Franz","ZAREWITSCH, DER",3,1
"Lehmann,  Liza","CHARMER'S SONG, THE",3,1
"Lehmann,  Liza","CUCKOO, THE",3,1
"Lei,  Zhenbang","MOUNTAIN MELODY CONVEYING MY LOVE, A (ARR. Long)",3,1
"Leigh,  Mitch",MAN OF LA MANCHA,3,1
"Lekeu,  Guillaume",FANTASIE CONTRAPUNTIQUE,3,2
"Leon [León],  Tania",STRIDE,3,3
"Leonard,  Clair",ONE EVENING,3,1
"Leoncavallo,  Ruggero",MATTINATA,3,1
"Leoncavallo,  Ruggero","PAGLIACCI, I",2,6
"Leoni,  Franco",TALLY HO,3,1
"Lerdahl,  Fred",CHORDS (REVISED),3,1
"Levine,  Julius","GOLDEN MEDAL, THE",3,1
"Levine,  Julius","TIMID TIM, THE TRUMPETER",3,1
"Lewis,  George",ROMANCE AND HORA,3,1
"Lewis,  John","COMEDY, THE",3,1
"Lewis,  John","DAY IN DUBROVNIK, A",3,1
"Lewis,  John",TALES OF THE WILLOW TREE,3,1
"Lewis,  John",THREE WINDOWS,3,1
"Li,  Huanzhi",SPRING FESTIVAL OVERTURE,2,12
"Li,  Qingzhu",I LIVE BESIDE THE YANGTZE RIVER,3,1
"Liao,  Shuwen",SHADOW OF THE WOLF,3,1
"Liebermann,  Lowell","CONCERTO, TRUMPET, OP. 64",3,3
"Liebermann,  Rolf","CONCERTO, JAZZBAND",3,2
"Liebermann,  Rolf",FURIOSO,3,2
"Liebermann,  Rolf",MUSIQUE,3,2
"Lieberson,  Peter",CELLO CONCERTO,3,2
"Lieberson,  Peter",RED GARUDA,3,3
"Lieberson,  Peter","WORLD IN FLOWER, THE",3,3
"Lieurance,  Thurlow",BY THE WATERS OF MINNETONKA,3,1
"Lieurance,  Thurlow","LULLABY, INDIAN SONG",3,1
"Ligeti,  György [Gyorgy]",ATMOSPHERES,2,17
"Ligeti,  György [Gyorgy]",AVENTURES/NOUVELLES AVENTURES,2,6
"Ligeti,  György [Gyorgy]","BAGATELLES, SIX, WOODWIND QUINTET",3,1
"Ligeti,  György [Gyorgy]",CLOCKS AND CLOUDS,3,3
"Ligeti,  György [Gyorgy]",CONCERT ROMANESC,2,7
"Ligeti,  György [Gyorgy]","CONCERTO, CELLO",3,4
"Ligeti,  György [Gyorgy]","CONCERTO, PIANO",3,4
"Ligeti,  György [Gyorgy]","CONCERTO, VIOLIN",3,4
"Ligeti,  György [Gyorgy]","GRAND MACABRE, LE",3,3
"Ligeti,  György [Gyorgy]","GRAND MACABRE, LE, SCENES AND INTERLUDES FROM",3,1
"Ligeti,  György [Gyorgy]",LONTANO,2,13
"Ligeti,  György [Gyorgy]",LUX AETERNA,3,4
"Ligeti,  György [Gyorgy]",MYSTERIES OF THE MACABRE (FULL ORCHESTRA VERSION),3,4
"Ligeti,  György [Gyorgy]",REQUIEM,3,4
"Lindberg,  Magnus",AL LARGO,3,3
"Lindberg,  Magnus",ARENA,3,4
"Lindberg,  Magnus","CONCERTO, CLARINET",3,1
"Lindberg,  Magnus","CONCERTO, PIANO, NO. 2",2,11
"Lindberg,  Magnus","CONCERTO, VIOLIN, NO. 2",3,3
"Lindberg,  Magnus",EXPO,2,11
"Lindberg,  Magnus",FERIA,2,13
"Lindberg,  Magnus",GRAN DUO,3,2
"Lindberg,  Magnus",KRAFT,3,4
"Lindberg,  Magnus",SOUVENIR IN MEMORIAM GÉRARD GRISEY,3,2
"Lindberg,  Magnus",VIVO,3,2
"Lindner,  August","CONCERTO, CELLO, E MINOR, OP. 34",3,1
"Lindpaintner,  Peter  Von",ABRAHAM'S SACRIFICE: OVERTURE,3,1
"Lindpaintner,  Peter  Von",FAUST,3,2
"Lindpaintner,  Peter  Von",SINFONIA CONCERTANTE NO. 1,3,1
"Lindpaintner,  Peter  Von",SINFONIA CONCERTANTE NO. 2,3,3
"Lindpaintner,  Peter  Von","VAMPYR, DER",3,2
"Lindpaintner,  Peter  Von",WAR JUBILEE,3,2
"Lipinsky,  Karl  Joseph","CONCERTO MILITAIRE, VIOLIN",3,3
"Lipschutz,  Lita","EPISODES, THREE, PIANO",3,1
"Lisle,  Claude-Joseph  R. De","MARSEILLAISE, LA",3,2
"Liszt,  Franz",ALBUM D'UN VOYAGEUR,3,2
"Liszt,  Franz",ANGIOLIN DAL BIONDO CRIN,3,2
"Liszt,  Franz","CAMPANELLA, LA (SOLO PIANO)",3,2
"Liszt,  Franz",CE QU'ON ENTEND SUR LA MONTAGNE (SYMPHONIC POEM NO. 1),3,2
"Liszt,  Franz",CHRISTUS,3,1
"Liszt,  Franz",CONCERTO PATHETIQUE  (ARR. Pattison),3,3
"Liszt,  Franz","CONCERTO, PIANO, NO. 1, E FLAT MAJOR",1,126
"Liszt,  Franz","CONCERTO, PIANO, NO. 2, A MAJOR",1,72
"Liszt,  Franz","CONCERTO, PIANO, NO. 3, E FLAT MAJOR, OP. POSTH.",3,3
"Liszt,  Franz",CONCERT-PARAPHRASE ON THEMES FROM A MIDSUMMER NIGHT'S DREAM,3,2
"Liszt,  Franz",CONCERT-PARAPHRASE ON THEMES FROM RIGOLETTO,3,1
"Liszt,  Franz","CONSOLATIONS (6), PIANO SOLO",3,1
"Liszt,  Franz",DANTE SYMPHONY (CHORAL),2,20
"Liszt,  Franz","DREI ZIGEUNER, DIE",2,8
"Liszt,  Franz",ES MUSS EIN WUNDERBARES SEIN,3,2
"Liszt,  Franz",ES MUSS EIN WUNDERBARES SEIN  (ARR. Nikish),3,1
"Liszt,  Franz",ES WAR EIN KONIG IN THULE (VOICE + ORCH.) (ARR. Fidler),3,4
"Liszt,  Franz",FANTASY ON BEETHOVEN'S RUINS OF ATHENS,2,7
"Liszt,  Franz",FAUST SYMPHONY,2,28
"Liszt,  Franz",FESTKLÄNGE (SYMPHONIC POEM NO. 7),3,4
"Liszt,  Franz",FROM THE CRADLE TO THE GRAVE (SYMPHONIC POEM NO. 13),2,7
"Liszt,  Franz",GRAND GALOP CHROMATIQUE,3,1
"Liszt,  Franz",GRANDES ÉTUDES DE PAGANINI,2,7
"Liszt,  Franz",GRAUNER MASS: CREDO,3,1
"Liszt,  Franz","HUNGARIAN FANTASY, PIANO AND ORCHESTRA",2,29
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 1, F MINOR",2,20
"Liszt,  Franz",HUNGARIAN RHAPSODY NO. 10,3,1
"Liszt,  Franz",HUNGARIAN RHAPSODY NO. 13,3,1
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 2,  D MINOR",2,6
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 2, C MINOR (ARR. Muller-Berghaus)",2,22
"Liszt,  Franz",HUNGARIAN STORM MARCH,3,3
"Liszt,  Franz","HUNNENSCHLACHT, DIE (SYMPHONIC POEM NO. 11)",2,6
"Liszt,  Franz","IDEALE, DIE (SYMPHONIC POEM NO. 12)",2,6
"Liszt,  Franz","LA NOTTE, AFTER MICHELANGELO",3,4
"Liszt,  Franz","LEGENDE VON DER HEILIGEN ELISABETH, DIE",2,5
"Liszt,  Franz",LIEBESTRAUME (ORCH ARR.) (ARR. Herbert),3,1
"Liszt,  Franz",LIEBESTRAUME (SOLO PIANO),3,1
"Liszt,  Franz",LIEDER AUS SCHILLERS 'WILHELM TELL':  DER FISCHERKNABE,3,3
"Liszt,  Franz","LORELEY, DIE (VOICE/ORCHESTRA)",2,11
"Liszt,  Franz",MALEDICTION,2,8
"Liszt,  Franz",MAZEPPA (SYMPHONIC POEM NO. 6),2,19
"Liszt,  Franz","MEPHISTO WALTZ, NO. 2",3,2
"Liszt,  Franz",MIGNON'S LIED,3,1
"Liszt,  Franz",MISSA SOLEMNIS,3,4
"Liszt,  Franz",NOTTURNO NO. 3 FROM LIEBESTRAUME,2,5
"Liszt,  Franz",O KOMM EIN TRAUM  (ARR. Nikish),3,1
"Liszt,  Franz",ORPHEUS (SYMPHONIC POEM NO. 4),2,15
"Liszt,  Franz","POLONAISE, E MAJOR, PIANO",3,1
"Liszt,  Franz","PRELUDES, LES (SYMPHONIC POEM NO. 3)",1,147
"Liszt,  Franz",PROMETHEUS (SYMPHONIC POEM NO. 5),2,5
"Liszt,  Franz",PSALM NO. 13,3,4
"Liszt,  Franz",PSALM NO. 23 (ARR. Stransky),3,2
"Liszt,  Franz",RAKOCZI MARCH,3,1
"Liszt,  Franz",RHAPSODIE ESPAGNOLE  (ARR. Seidl),3,2
"Liszt,  Franz",ROMANCE IN E MINOR,3,1
"Liszt,  Franz","TASSO: LAMENTO E TRIONFO, (SYMPHONIC POEM NO. 2)",1,68
"Liszt,  Franz",TOTENTANZ,2,17
"Liszt,  Franz",UBER ALLEN GIPFELN,3,1
"Liszt,  Franz","VALSE OUBLIEES, FOUR, S. 215",3,3
"Liszt,  Franz",VIA CRUCIS (THE STATIONS OF THE CROSS),3,3
"Liszt,  Franz","WEINEN, KLAGEN, SORGEN, ZAGEN (ARR. Weiner)",3,2
"Liszt,  Franz",ZWEI EPISODEN AUS LENAUS FAUST,2,24
"Litolff,  Henry  Charles","CHANT DES BELGES, OP. 101",3,1
"Litolff,  Henry  Charles","CONCERT SYMPHONY NO. 3, PIANO, OP.45",3,1
"Litolff,  Henry  Charles","CONCERTO SYMPHONIQUE, NO. 4, D MINOR, OP. 102",3,4
"Litolff,  Henry  Charles","ROBESPIERRE, OP. 55",3,2
"Litolff,  Henry  Charles",SOUVENIRS D'HARTZBERG (MEDITATIONS MUSICALES),3,1
"Litolff,  Henry  Charles","SPINNLIED, A FLAT MAJOR, OP. 51",3,1
"Liu,  Tianhua",ENCAHNTED EVENING,3,2
"Liu,  Yuan",TRAIN TOCCATA,3,1
"Lloyd Webber,  Lord  Andrew",EVITA,3,1
"Lobe,  Johann  Christian","CHARMES DU VOYAGE, LES, B FLAT MAJOR, OP. 26",3,1
"Loder,  George, Jr.",MARMION,3,2
