composerName,workTitle,quantile,dateCount
"Corigliano,  John, Jr.",SYMPHONY NO. 1,2,6
"Corigliano,  John, Jr.",VOCALISE,3,4
"Cornelius,  Peter","BARBIER VON BAGDAD, DER",3,2
"Cornelius,  Peter","BARBIER VON BAGDAD, DER (ARR. Liszt)",3,1
"Cornelius,  Peter",EIN TON,3,1
"Costa,  Sir  Michael","TERZETTO A CANONE, VANNE A COLEI",3,1
"Cottrau,  Teodoro","NEOPOLITAN SONG (ADDIO, MIA BELLA NAPOLI)",3,1
"Couperin,  Francois [François]",PIECES EN CONCERT (ORCHESTRA) (ARR. Bazelaire),3,3
"Couperin,  Francois [François]",PRELUDE AND ALLEGRO (ARR. Milhaud),2,17
"Cowan,  Camryn",HARLEM SHAKE,2,6
"Coward,  Noël",MEDLEY OF SONGS (ARR. ORCH.) (ARR. Unspecified),3,3
"Cowell,  Henry  Dixon",AMERICAN PIPER,3,2
"Cowell,  Henry  Dixon",ENSEMBLE FOR STRINGS,3,2
"Cowell,  Henry  Dixon",HYMN AND FUGUING TUNE NO. 16,3,4
"Cowell,  Henry  Dixon",HYMN AND FUGUING TUNE NO. 2,3,4
"Cowell,  Henry  Dixon",SET OF FIVE,3,1
"Cowell,  Henry  Dixon",TALES OF OUR COUNTRYSIDE,3,2
"Cowell,  Johnny",GIRL ON A ROLLER COASTER,3,1
"Cowen,  Sir  Frederic  Hymen",SYMPHONY IN C MINOR (SCANDINAVIAN),3,1
"Cowen,  Sir  Frederic  Hymen","SYMPHONY NO. 4, B FLAT MINOR (THE WELSH)",3,1
"Crawford,  Ruth  Porter",ANDANTE FOR STRINGS,3,3
"Crawford,  Ruth  Porter",PIANO STUDY IN MIXED ACCENTS: FOUR PRELUDES,3,1
"Crawford,  Ruth  Porter",QUARTET FOR STRING ORCHESTRA,3,1
"Crawford,  Ruth  Porter",STRING QUARTET,3,1
"Creston,  Paul","CONCERTO, SAXOPHONE",3,3
"Creston,  Paul","DANCE OVERTURE, OP.62",3,4
"Creston,  Paul","FANTASY FOR TROMBONE, OP. 42",3,4
"Creston,  Paul","FRONTIERS, OP. 34",2,5
"Creston,  Paul",IMAGES IN FLIGHT (ARR. Cowell),3,3
"Creston,  Paul","SYMPHONY NO. 2, OP.35",2,7
"Creston,  Paul",THRENODY,3,1
"Crist,  Bainbridge",CHINESE MOTHER GOOSE RHYMES,3,1
"Crumb,  George",ANCIENT VOICES OF CHILDREN,2,8
"Crumb,  George","HAUNTED LANDSCAPE, A",2,11
"Crumb,  George",STAR-CHILD,3,4
"Cunningham,  Arthur",CONCENTRICS FOR ORCHESTRA (REV),3,4
"Currier,  Sebastian",MICROSYMPH,3,1
"Currier,  Sebastian",TIME MACHINES,3,3
"Dachauer,  Louis",FAUST,3,1
"D'Albert,  Eugen","CONCERTO, CELLO, C MAJOR, OP.20",2,8
"Dalgleish,  James",STATEMENT FOR ORCHESTRA,3,1
"Dallapiccola,  Luigi",AN MATHILDE,3,4
"Dallapiccola,  Luigi","PRIGIONIERO, IL",3,3
"Dallapiccola,  Luigi",TARTINIANA,2,6
"Dallapiccola,  Luigi",VARIATIONS FOR ORCHESTRA,2,8
"Damase,  Jean-Michel",CONCERTINO FOR HARP AND STRINGS,3,2
"Damrosch,  Leopold","CONCERTO, VIOLIN",3,1
"Damrosch,  Walter","ABRAHAM LINCOLN SONG, AN",3,1
"Damrosch,  Walter",CYRANO [REVISED VERSION],3,2
"Damrosch,  Walter","LOOKING GLASS, THE",3,2
"Dancla,  Jean  Charles","DUO CONCERTANTE, TWO VIOLINS",3,1
"Danielpour,  Richard","CONCERTO, CELLO, NO. 2 (THROUGH THE ANCIENT VALLEY)",2,5
"Danielpour,  Richard",TOWARD THE SPLENDID CITY,3,4
"Daniels,  Mabel  Wheeler",DEEP FOREST,3,1
"Dargomiszky,  Alexander","COSATCHOQUE, FANTASIE ON A COSSACK DANCE",3,1
"Daugherty,  Michael",UFO FOR SOLO PERCUSSION AND ORCHESTRA,2,7
"David,  Felicien  Cesar",LA PERLE DU BRÉSIL,3,2
"David,  Ferdinand","CONCERTINO FOR TROMBONE, OP. 4",3,1
"David,  Ferdinand","CONCERTO, VIOLIN, NO. 2, D MAJOR, OP.14",3,1
"David,  Ferdinand","INTRODUCTION AND VARIATIONS, LOB DER TRÄNEN, OP. 15",3,1
"Davidovsky,  Mario",SYNCHRONISMS NO. 7,3,4
"Davidson,  Randall","YOUNG LUTHERAN'S GUIDE TO THE ORCHESTRA, THE",3,1
"Davies,  Tansy",FOREST - CONCERTO FOR FOUR HORNS,3,3
"Davis,  Anthony","CONCERTO, VIOLIN (MAPS)",3,2
"Davis,  Anthony",STILL WATERS,3,1
"Davis,  Katherine","Onorati, Henry / Simeone / LITTLE DRUMMER BOY (ARR. Joubert)",3,2
"De Curtis,  Ernesto",TORNA A SURRIENTO,3,2
"De Filippi,  Amedeo",MUSIC FOR RECREATION,3,1
"De La Torre,  Francisco",ALTA (SPANISH DANCE),3,1
"De Lamarter,  Eric","BETROTHAL, THE",3,4
"De Lamarter,  Eric",SERBIAN FOLK SONG,3,1
"De Paul,  Gene",KEEP 'EM FLYING (ARR. Musiker),3,1
"De Paul,  Gene","SEVEN BRIDES FOR SEVEN BROTHERS, BLESS YOUR BEAUTIFUL HIDE (ARR. Deutsch)",3,3
"Deak,  Jon","CONCERTO, OBOE D'AMORE (THE FEARSOME ENDEAVOR)",3,3
"Deak,  Jon",JACK AND THE BEANSTALK,3,2
"Deak,  Jon",NEW YORK 1842:  A CITY ON FIRE,3,1
"Deak,  Jon","ROARING MOUNTAIN, THE",3,1
"Dean,  Brett",CELLO CONCERTO,3,2
"Debussy,  Claude",ARIETTE OUBLIEE:  L'OMBRE DES ARBRES,3,1
"Debussy,  Claude",BERCEUSE HEROIQUE,3,4
"Debussy,  Claude","BOITE A JOUJOUX, LA",3,1
"Debussy,  Claude",CHILDREN'S CORNER SUITE (ORCH ARR.) (ARR. Caplet),2,9
"Debussy,  Claude",CHILDREN'S CORNER SUITE (SOLO PIANO),3,1
"Debussy,  Claude",CHILDREN'S CORNER SUITE: GOLLIWOG'S CAKE WALK (BRASS) (ARR. Allen),3,1
"Debussy,  Claude",CHILDREN'S CORNER: THE LITTLE SHEPHERD (VOCAL ARR.) (ARR. Unspecified),3,1
"Debussy,  Claude",CLAIR DE LUNE  (ARR. Luck),3,3
"Debussy,  Claude",CLAIR DE LUNE (ARR. Stokowski),3,4
"Debussy,  Claude",CLAIR DE LUNE (PIANO),3,1
"Debussy,  Claude","DAMOISELLE ELUE, LA (THE BLESSED DAMOZEL)",2,15
"Debussy,  Claude",DANSE (FROM TARANTELLE STYRIENNE) (ARR. Ravel),2,6
"Debussy,  Claude",DANSE SACRÉE ET DANSE PROFANE,2,11
"Debussy,  Claude","ESTAMPES, LES",2,5
"Debussy,  Claude","ESTAMPES, LES: NIGHT IN GRANADA (ARR. Stokowski)",2,5
"Debussy,  Claude",ETUDES (ARR. Jarrell),3,3
"Debussy,  Claude",FANTASIE FOR PIANO AND ORCHESTRA,2,17
"Debussy,  Claude","GIRL WITH THE FLAXEN HAIR, THE (HARP SOLO)",3,1
"Debussy,  Claude","GIRL WITH THE FLAXEN HAIR, THE (ORCH) (ARR. Unspecified)",2,6
"Debussy,  Claude","IMAGES, PIANO, BOOK I",2,6
"Debussy,  Claude","IMAGES: GIGUES, NO. 1",2,19
"Debussy,  Claude","IMAGES: IBÉRIA, NO. 2",1,71
"Debussy,  Claude","IMAGES: RONDES DE PRINTEMPS, NO.   3",2,31
"Debussy,  Claude",JEUX; POEME DANSE,2,22
"Debussy,  Claude",KING LEAR: INCIDENTAL MUSIC (ARR. Roger-Ducasse),3,1
"Debussy,  Claude",L'ENFANT PRODIGUE,2,7
"Debussy,  Claude",L'ISLE JOYEUSE (ARR. Molinari),2,6
"Debussy,  Claude",MANDOLINE,2,5
"Debussy,  Claude","MARTYRE DE SAINT SEBASTIEN, LE",2,13
"Debussy,  Claude","MARTYRE DE SAINT SEBASTIEN, LE...: FRAGMENTS SYMPHONIQUES",2,14
"Debussy,  Claude","MER, LA [THE SEA]",1,140
"Debussy,  Claude",NOCTURNES,1,105
"Debussy,  Claude",PELLEAS ET MELISANDE (CONCERT VERSION),2,8
"Debussy,  Claude",PETITE SUITE (ARR. Busser),2,13
"Debussy,  Claude",PRELUDE A L'APRES-MIDI D'UN FAUNE (PRELUDE TO THE AFTERNOON OF A FAUN),1,143
"Debussy,  Claude","PRELUDES, BOOK I, NO. 08: GIRL WITH THE FLAXEN HAIR (BRASS) (ARR. Allen)",3,1
"Debussy,  Claude","PRELUDES, BOOK I, NO. 10: SUNKEN CATHEDRAL (HARP ENS.)",3,1
"Debussy,  Claude","PRELUDES, BOOK I, NO. 10: SUNKEN CATHEDRAL (ORCH.) (ARR. Autori)",3,1
"Debussy,  Claude","PRELUDES, BOOK I, NO. 11: PUCK'S DANCE (ARR. FOR HARP)",3,1
"Debussy,  Claude",PRINTEMPS (ARR. Busser),2,12
"Debussy,  Claude","QUARTET, STRING, IN G MINOR, OP.10",3,4
"Debussy,  Claude",REVERIE,3,2
"Debussy,  Claude",RHAPSODY FOR CLARINET AND ORCHESTRA,2,19
"Debussy,  Claude","RHAPSODY, ALTO SAXOPHONE AND ORCHESTRA (ARR. Ansermet)",3,2
"Debussy,  Claude","RHAPSODY, ALTO SAXOPHONE AND ORCHESTRA (ARR. Roger-Ducasse)",2,8
"Debussy,  Claude",SARABANDE (FROM POUR LE PIANO) (ORCH) (ARR. Ravel),2,6
"Debussy,  Claude","SONATA FOR FLUTE, VIOLA, AND HARP",3,1
"Debussy,  Claude",SYRINX,3,4
"Debussy,  Claude",THREE BALLADES DE FRANCOIS VILLON,3,4
"Debussy,  Claude",TWO DANCES (ARR. Ravel),3,4
"Del Tredici,  David",ALL IN THE GOLDEN AFTERNOON,3,1
"Del Tredici,  David",FINAL ALICE,3,4
"Del Tredici,  David","LOBSTER QUADRILLE, THE",3,3
"Del Tredici,  David","SPIDER AND THE FLY, THE",3,2
"Del Tredici,  David",STEPS,3,4
"Del Tredici,  David",TATTOO,3,4
"Delibes,  Léo",COPPELIA,3,1
"Delibes,  Léo",LAKME (LAKMÉ),2,13
"Delibes,  Léo",LES FILLES DE CADIZ,3,1
"Delibes,  Léo",NAILA WALTZ (ARR. Doppler),3,3
"Delibes,  Léo",SYLVIA,2,9
"Delibes,  Léo",SYLVIA: SUITE,2,7
"Delius,  Frederick",A SONG OF SUMMER,3,3
"Delius,  Frederick","APPALACHIA, VARIATIONS ON AN OLD SLAVE SONG",3,3
"Delius,  Frederick",BRIGG FAIR,3,2
"Delius,  Frederick","CONCERTO, CELLO",3,2
"Delius,  Frederick","CONCERTO, PIANO, C MINOR",3,1
"Delius,  Frederick","CONCERTO, VIOLIN",3,1
"Delius,  Frederick",DANCE RHAPSODY NO. 1,3,1
"Delius,  Frederick",IN A SUMMER GARDEN,3,3
"Delius,  Frederick","INTERMEZZO AND SERENADE FROM ""HASSAN"" (ARR. Beecham)",2,11
"Delius,  Frederick",INTERMEZZO FROM FENNIMORE AND GERDA,3,4
"Delius,  Frederick",IRMELIN,2,6
"Delius,  Frederick",KOANGA,2,6
"Delius,  Frederick",LIFE'S DANCE,3,1
"Delius,  Frederick",ON HEARING THE FIRST CUCKOO IN SPRING,2,15
"Delius,  Frederick",PARIS: A NOCTURNE,3,4
"Delius,  Frederick",SUMMER NIGHT ON THE RIVER,3,1
"Delius,  Frederick","WALK TO THE PARADISE GARDEN, THE (ARR. Beecham)",2,8
"Dello Joio,  Norman",CONCERT MUSIC FOR ORCHESTRA,3,2
"Dello Joio,  Norman",MEDITATIONS ON ECCLESIASTES,3,2
"Dello Joio,  Norman",NEW YORK PROFILES,2,5
"Dello Joio,  Norman",RICERCARI FOR PIANO AND ORCHESTRA,3,2
"Dello Joio,  Norman","VARIATIONS, CHACONNE, AND FINALE",2,7
"Demonstration,",BASSOON,3,3
"Demonstration,",BRASS,3,2
"Demonstration,",CLARINET,3,1
"Demonstration,","CLARINET, BASS",3,1
"Demonstration,","CLARINET, E-FLAT",3,1
"Demonstration,",CONTRA BASSOON,3,1
"Demonstration,",DOUBLE BASS,3,2
"Demonstration,",HARP,3,1
"Demonstration,",HORN (FRENCH HORN),3,3
"Demonstration,",MAGICIAN,3,2
"Demonstration,",MISCELLANEOUS,2,13
"Demonstration,",OBOE,3,1
"Demonstration,",PERCUSSION,3,2
"Demonstration,",PICCOLO,3,2
"Demonstration,",TUBA,3,1
"Demonstration,",VIOLIN,3,1
"Denisov,  Edison",CRESCENDO E DIMINUENDO,3,3
"Denza,  Luigi",A MERRY LIFE (FUNICULI-FUNICULA),3,3
"Denza,  Luigi",FUNICULI FUNICULA  (ARR. Church),3,1
"Denza,  Luigi",FUNICULI FUNICULA  (ARR. Vessicchio),3,1
"Denza,  Luigi",OCCHI DI FATA,3,4
"Dessau,  Paul",BACH-VARIATIONS,3,3
"Dessauer,  Josef","LOCKUNG, DIE",3,1
"Dessner and Parry,  Bryce and Richard Reed",WAVE MOVEMENTS,3,2
"Dessner,  Bryce",WIRES,3,3
"Destouches,  Andre  Cardinal","TAMBOURIN DU TRIOMPHE, LE",3,2
"Detrick,  Zachary",PUCK'S FANTASY,3,1
"Devienne,  François",TRIO SONATA,3,1
"Di Capua,  Rinaldo",O SOLE MIO,3,1
"Di Capua,  Rinaldo",O SOLE MIO (ARR. Serio),3,1
"Diamond,  David",CEREMONIAL FANFARE,3,1
"Diamond,  David","CONCERTO, PIANO",3,4
"Diamond,  David","CONCERTO, VIOLIN, NO. 3",3,3
"Diamond,  David",MUSIC FOR SHAKESPEARE'S ROMEO AND JULIET,3,2
"Diamond,  David",NONET,3,1
"Diamond,  David",ROUNDS FOR STRING ORCHESTRA,3,4
"Diamond,  David",SYMPHONY NO.  4,3,3
"Diamond,  David",SYMPHONY NO.  5,3,4
"Diamond,  David",SYMPHONY NO.  8,3,4
"Diamond,  David","TEMPEST, OVERTURE",3,3
"Diamond,  David","WORLD OF PAUL KLEE, THE",2,5
"Diaz,  Luis","GROWING ORCHESTRA TREE, THE",3,1
"Diaz,  Stanly","GROWING ORCHESTRA TREE, THE",3,1
"Diepenbrock,  Alphons",DE VOGELS (THE BIRDS),3,2
"Dietrich,  Albert  Hermann",NORMANNENFAHRT,3,1
"DiLorenzo,  Anthony",FIRE DANCE,3,1
"Dineli Chesky,  Paloma",RISING,3,4
"Dinicu,  Grigoras",HORA STACCATO,3,4
"Dittersdorf,  Karl  Von",SINFONIA CONCERTANTE FOR BASS AND VIOLA,3,1
"Dix,  Brian",BIRTH OF A DRUM CORPS (ARR. Bulla),3,4
"Dix,  Brian","CHESTER, A MARCH",3,3
"Dix,  Brian",ELLIS ISLAND,3,3
"Dix,  Brian",REVEILLE,3,4
"Dix,  Brian",TOUR OF DUTY,3,4
"Dodd,  Jimmie",MICKEY MOUSE CLUB THEME,3,3
"Dohnanyi,  Erno  von",CAPRICCIO IN F MINOR,3,3
"Dohnanyi,  Erno  von","CONCERTO, VIOLIN, NO. 2, C MINOR, OP.43",3,2
"Dohnanyi,  Erno  von","DER SCHLEIER DER PIERETTE, OP.18",3,4
"Dohnanyi,  Erno  von","QUINTET, PIANO, C MINOR, OP. 1",3,1
"Dohnanyi,  Erno  von","SEXTET, CLARINET, HORN, PIANO, STRINGS",3,1
"Dohnanyi,  Erno  von","SUITE FOR ORCHESTRA, OP. 19",3,2
"Dohnanyi,  Erno  von","SYMPHONISCHE MINUTEN, OP. 36",3,2
"Dohnanyi,  Erno  von","VARIATIONS ON A NURSERY SONG, OP. 25",2,10
"Donaldson,  Walter",MY BLUE HEAVEN (ARR. Grofe [Grofé]),3,4
"Donatoni,  Franco","CONCERTINO, STRINGS, BRASS AND SOLO TIMPANI",3,4
"Donaudy,  Stefano",VAGHISSIMA SEMBIANZA (ARR. Mercurio),2,7
"Donizetti,  Gaetano",ANNA BOLENA,3,2
"Donizetti,  Gaetano",ARIA [UNSPECIFIED],3,1
"Donizetti,  Gaetano",BELISARIO,3,2
"Donizetti,  Gaetano",BETLY,3,1
"Donizetti,  Gaetano","CONCERTINO, ENGLISH HORN, G MAJOR",3,4
"Donizetti,  Gaetano",CONVENIENSI TEATRALI,3,1
"Donizetti,  Gaetano",DON SEBASTIEN,3,1
"Donizetti,  Gaetano",FALIERO,3,1
"Donizetti,  Gaetano","FILLE DU RÉGIMENT, LA",2,5
"Donizetti,  Gaetano",LA FAVORITA,2,5
"Donizetti,  Gaetano",L'AMOR FUNESTA,3,1
"Donizetti,  Gaetano",L'ELISIR D'AMORE,2,9
"Donizetti,  Gaetano",LINDA DI CHAMOUNIX,3,1
"Donizetti,  Gaetano",LUCIA DI LAMMERMOOR,2,5
"Donizetti,  Gaetano","LUCIA DI LAMMERMOOR, ""SOFFRIVA NEL PIANTO""  (FOR SAXHORN QUARTET) (ARR. Unspecified)",3,1
"Donizetti,  Gaetano",LUCIA DI LAMMERMOOR: FANTASIA ON THEMES FROM (HARP + ORCH.) (ARR. Aptommas),3,1
"Donizetti,  Gaetano",MARIA PADILLA,3,1
"Donizetti,  Gaetano",POLIUTO,3,1
"Donizetti,  Gaetano","RONDO-FINALE, ""CHE D'ALLA GIOJA""",3,1
"Donizetti,  Gaetano",SANCIA DI CASTIGLIA,3,1
"Donostia,  Padre  (San Sebastian, P. Jose Antonio ne Zulaica)",HAPPY BETHLEHEM,3,1
"Dopper,  Cornelius",GOTHIC CHACONNE,3,2
"Doppler,  (Albert)  Franz","ANDANTE AND RONDO FOR TWO FLUTES, OP.25 (ARR. Galway)",3,2
"Doret,  Gustave",SUITE TESSINOISE,3,1
"Dorman,  Avner","SPICES, PERFUMES, TOXINS!",3,4
"Dorsey,  Thomas  Andrew",PRECIOUS LORD,3,4
"Dougherty,  Celius  (Hudson)","BIRD AND THE BEAST, THE",3,1
"Draper,  Isaac",ANGEL'S LANDING,3,2
"Drigo,  Riccardo",HARLEQUINADE,3,3
"Druckman,  Jacob",ANIMUS II,3,1
"Druckman,  Jacob",ATHANOR,3,4
"Druckman,  Jacob",AUREOLE,2,5
"Druckman,  Jacob","BIRTHDAY BOUQUET, A",3,1
"Druckman,  Jacob",BRANGLE,3,3
"Druckman,  Jacob","CONCERTO, VIOLA",3,3
"Druckman,  Jacob",COUNTEPOISE (ENSEMBLE VERSION),3,2
"Druckman,  Jacob",LAMIA FOR SOPRANO AND ORCHESTRA (REVISED),2,5
"Druckman,  Jacob",PRISM,2,13
"Druckman,  Jacob",SUMMER LIGHTNING,3,4
"Dubensky,  Arkady",AN OVERTURE ON CHILDREN'S NAMES,3,1
"Dubensky,  Arkady",ANNO 1600 SUITE,3,1
"Dubensky,  Arkady",CAPRICCIO FOR PICCOLO,3,2
"Dubensky,  Arkady","CONCERTO GROSSO, THREE TROMBONES, TUBA",3,2
"Dubensky,  Arkady",FANFARE,3,1
"Dubensky,  Arkady",FUGUE FOR THIRTY-FOUR VIOLINS,3,2
"Dubensky,  Arkady",TOM SAWYER OVERTURE,3,1
"Dubensky,  Arkady",TRUMPET OVERTURE,3,2
"Dubensky,  Arkady",VARIATIONS AND FINALE ON STEPHEN FOSTER THEMES,3,1
"Duble,  Charles  Edward",BRAVURA,3,4
"Dubois,  Theodore",INTERMEDE SYMPHONIQUE DE NOTRE DAME DE LA MER,3,2
"Dubois,  Theodore",PARADISE LOST,3,1
"Dubugnon,  Richard","ARCANES-SYMPHONIQUES, OP. 30",3,1
"Duery,  Louis","PIECES, TWO, FOR PIANO FOUR HANDS, OP. 7",3,3
"Dukas,  Paul",LA PERI,2,26
"Dukas,  Paul","SORCERER'S APPRENTICE, THE",1,115
"Dukas,  Paul","SYMPHONY, C MAJOR",3,4
"Dukas,  Paul","VILLANELLE, FOR HORN AND ORCHESTRA (ARR. Bujanowsky)",2,5
"Duke,  Vernon","CONCERTO, VIOLIN, G MINOR",3,2
"Dun,  Tan","CONCERTO, PIANO",3,4
"Dun,  Tan","CONCERTO, VIOLIN (FIRE RITUAL)",3,1
"Dun,  Tan","CONCERTO, WATER PERCUSSION",2,7
"Dun,  Tan",CROUCHING TIGER CONCERTO,3,1
"Dun,  Tan",NU SHU:  THE SECRET SONGS OF WOMEN,3,1
"Dun,  Tan","PIECES (8) IN HUNAN ACCENT, OP. 1",2,5
"Dun,  Tan",TRIPLE RESURRECTION,3,1
"Dunn,  James  Philip",OVERTURE ON NEGRO THEMES,3,2
"Duparc,  Henri",AU PAYS OU SE FAIT LA GUERRE,3,4
"Duparc,  Henri",CHANSON TRISTE (ORCH),3,1
"Duparc,  Henri",L'INVITATION AU VOYAGE (VOICE + ORCH),2,7
"Duparc,  Henri","MANOIR DE ROSEMONDE, LE",2,5
"Duparc,  Henri",PHIDYLÉ (ORCH),2,10
"Duparc,  Henri",TESTAMENT,3,4
"Durakovic,  Amina",RELATIVE...,3,3
"Durante,  Francesco","CONCERTO, STRINGS, NO. 1 IN F MINOR",3,4
"Durufle [Duruflé],  Maurice","ANDANTE AND SCHERZO, OP. 8",3,2
"Dussek,  Jan  Ladislav","CONCERTO, TWO PIANOS",3,1
"Dutilleux,  Henri",AINSI LA NUIT [STRING QUARTET],3,1
"Dutilleux,  Henri","CONCERTO, CELLO, TOUT UN MONDE LOINTAIN",2,6
"Dutilleux,  Henri","CONCERTO, VIOLIN (L'ARBRE DES SONGES)",3,2
"Dutilleux,  Henri",MÉTABOLES,2,16
"Dutilleux,  Henri",MYSTERE DE L'INSTANT,3,4
"Dutilleux,  Henri","NOCTURNE ,VIOLIN ""SUR LE MEME ACCORD""",3,3
"Dutilleux,  Henri","SHADOWS OF TIME, THE",3,3
"Dutilleux,  Henri",SYMPHONY NO. 1,3,2
"Dutilleux,  Henri",SYMPHONY NO. 2,3,4
"Dutilleux,  Henri","TIMBRES, ESPACE, MOUVEMENT",2,5
"D'Ver,  Ethan",BROOKLYN-BOUND F TRAIN,3,1
"Dvorak,  Antonín","CARNIVAL OVERTURE, OP.92",1,140
"Dvorak,  Antonín","CONCERTO, CELLO, B MINOR, OP.104",1,91
"Dvorak,  Antonín","CONCERTO, PIANO, G MINOR, OP.33",2,16
"Dvorak,  Antonín","CONCERTO, PIANO, G MINOR, OP.33 (ARR. Kurz)",3,2
"Dvorak,  Antonín","CONCERTO, VIOLIN, A MINOR, OP.53",1,71
"Dvorak,  Antonín","CYCLE, SEVEN GYPSY SONGS, OP.55 (PIANO/VOICE)",3,3
"Dvorak,  Antonín","DEVIL AND KATE, OP. 112",3,4
"Dvorak,  Antonín",FOUR BIBLICAL SONGS (ARR. Wagenaar),3,1
"Dvorak,  Antonín",GOIN' HOME (VIOLIN + ORCHESTRA) (ARR. Kreisler),3,1
"Dvorak,  Antonín","GOLDEN SPINNING WHEEL, OP.109",2,5
"Dvorak,  Antonín","HUSITSKA, OP.67",2,6
"Dvorak,  Antonín","IN NATURE'S REALM, AMID NATURE, OVERTURE, OP.91",2,7
"Dvorak,  Antonín","LAKE WOBEGON HYMN (SYMPHONY NO. 9, E MINOR, OP.95 (FROM THE NEW WORLD)",3,1
"Dvorak,  Antonín","MY HOMELAND, OVERTURE, OP.62",3,2
"Dvorak,  Antonín","NOON WITCH, OP.108",2,8
"Dvorak,  Antonín","OTHELLO, OVERTURE, OP.93",2,5
"Dvorak,  Antonín","QUARTET, PIANO, NO. 2, E-FLAT MAJOR, OP. 87",3,1
"Dvorak,  Antonín","QUARTET, STRINGS, NO. 12, OP. 96",3,2
"Dvorak,  Antonín","QUINTET, PIANO AND STRINGS, A MAJOR, OP.81",3,2
"Dvorak,  Antonín","QUINTET, STRINGS, NO. 1, E-FLAT MAJOR, OP. 97",3,2
"Dvorak,  Antonín","QUINTET, STRINGS, NO. 2, G MAJOR, OP.77",3,1
"Dvorak,  Antonín","ROMANCE, VIOLIN, OP.11",3,3
"Dvorak,  Antonín","RONDO, CELLO, OP.94",2,5
"Dvorak,  Antonín",RUSALKA FANTASY (ARR. Ille),3,4
"Dvorak,  Antonín","RUSALKA, OP.114",3,3
"Dvorak,  Antonín","SAINT LUDMILA, OP.71",3,1
"Dvorak,  Antonín","SCHERZO CAPRICCIOSO, OP.66",2,10
"Dvorak,  Antonín","SERENADE, D MINOR, OP.44",2,5
"Dvorak,  Antonín","SERENADE, E MAJOR, OP.22",3,4
"Dvorak,  Antonín","SEXTET, OP.48",3,1
"Dvorak,  Antonín","SILENT WOODS (KLID), OP.68, NO.5",3,1
"Dvorak,  Antonín","SLAVONIC DANCE, OP. 46, NO. 8 (ARR. Wiprud)",3,4
"Dvorak,  Antonín",SLAVONIC DANCES [UNSPECIFIED],2,5
"Dvorak,  Antonín","SLAVONIC DANCES, OP. 46",1,64
"Dvorak,  Antonín","SLAVONIC DANCES, OP. 72",2,38
"Dvorak,  Antonín","SLAVONIC RHAPSODY, A FLAT MAJOR, OP. 45, NO. 3",3,2
"Dvorak,  Antonín","SLAVONIC RHAPSODY, G MINOR, OP. 45, NO. 2",3,2
"Dvorak,  Antonín","SPECTRE'S BRIDE, OP. 69",3,2
"Dvorak,  Antonín","STABAT MATER, OP.58",3,3
"Dvorak,  Antonín","SUITE, D MAJOR, OP.39 (CZECH)",3,3
"Dvorak,  Antonín","SYMPHONIC VARIATIONS, OP.78",3,3
"Dvorak,  Antonín","SYMPHONY NO. 3, E FLAT MAJOR, OP.10",2,7
"Dvorak,  Antonín","SYMPHONY NO. 4, D MINOR, OP.13",3,4
"Dvorak,  Antonín","SYMPHONY NO. 5, F MAJOR, OP.76 (OLD NO. 3)",2,12
"Dvorak,  Antonín","SYMPHONY NO. 6, D MAJOR, OP.60 (OLD NO. 1)",2,35
"Dvorak,  Antonín","SYMPHONY NO. 7, D MINOR, OP.70 (OLD NO. 2)",1,75
"Dvorak,  Antonín","SYMPHONY NO. 8, G MAJOR, OP.88 (OLD NO. 4)",1,118
"Dvorak,  Antonín","SYMPHONY NO. 9, E MINOR, OP.95 (FROM THE NEW WORLD)",1,252
"Dvorak,  Antonín","TWO WALTZES, STRING ORCHESTRA, OP.54",3,2
"Dvorak,  Antonín","WATER GOBLIN, OP.107",2,5
"Dworsky and Blaske,  Richard and Lee",GUY NOIR AT THE PHILHARMONIC,3,1
"Dworsky,  Richard",SO NEAR AND DEAR TO ME,3,1
"Dykes,  John  Bacchus","LEAD KINDLY, LIGHT",3,1
"Earle,  Edward","MISBEHAVING CLOCKS, THE (ARR. Cadman)",3,1
"Eberl,  Anton","SYMPHONY, C MAJOR, [WRONGLY ATT. MOZART]",3,2
"Eckert,  Karl","CONCERTO, CELLO",3,1
"Eckert,  Karl",WILLIAM OF ORANGE,3,2
"Edwards,  Ross","CONCERTO, OBOE",3,3
"Egge,  Klauss","CONCERTO, VIOLIN, OP.26",3,1
"Egner,  Phillip","OFFICIAL WEST POINT MARCH, THE",2,5
"Eichheim,  Henry",ORIENTAL IMPRESSIONS,3,3
"Einem,  Gottfried  Von","CAPRICCIO, OP. 2",3,3
"Einem,  Gottfried  Von","DANTONS TOD, OP. 6A",3,4
"Einem,  Gottfried  Von","ORCHESTERMUSIK, OP. 9",3,2
"Eisenhofer,  Franz  Xaver",WALTZ,3,1
"Eisfeld,  Theodore","CHANSON D'AMOUR, SOLO FOR TRUMPET À PISTONS",3,1
"Eisfeld,  Theodore",CONCERTINO FOR CLARINET,3,3
"Eisfeld,  Theodore",ELEGIE CANTABILE FOR CORNET,3,1
"Eisfeld,  Theodore","LA SOLITUDE, NOCTURNE FOR FRENCH HORN",3,1
"Eisfeld,  Theodore",SCENA ITALIANA DI CONCERTO,3,1
"Eisfeld,  Theodore","VARIATIONS DE BRAVURA, FOR SOPRANO",3,1
"Elbel,  Louis","VICTORS, THE (ARR. Raimi)",3,1
