composerName,workTitle,composer_work,dateCount
"Stravinsky,  Igor",FIREBIRD: SUITE (1911 VERSION),"Stravinsky,  Igor_FIREBIRD: SUITE (1911 VERSION)",5
"Stravinsky,  Igor",FIREBIRD: SUITE (1919 VERSION),"Stravinsky,  Igor_FIREBIRD: SUITE (1919 VERSION)",147
"Stravinsky,  Igor","FIREWORKS, OP.4","Stravinsky,  Igor_FIREWORKS, OP.4",22
"Stravinsky,  Igor",FOUR ETUDES FOR ORCHESTRA (1929 VERSION),"Stravinsky,  Igor_FOUR ETUDES FOR ORCHESTRA (1929 VERSION)",8
"Stravinsky,  Igor",FOUR NORWEGIAN MOODS,"Stravinsky,  Igor_FOUR NORWEGIAN MOODS",6
"Stravinsky,  Igor",GREETING PRELUDE,"Stravinsky,  Igor_GREETING PRELUDE",5
"Stravinsky,  Igor",JEU DE CARTES (CARD GAME),"Stravinsky,  Igor_JEU DE CARTES (CARD GAME)",5
"Stravinsky,  Igor",L'HISTOIRE DU SOLDAT: SUITE,"Stravinsky,  Igor_L'HISTOIRE DU SOLDAT: SUITE",7
"Stravinsky,  Igor",MONUMENTUM PRO GESUALDO DI VENOSA,"Stravinsky,  Igor_MONUMENTUM PRO GESUALDO DI VENOSA",5
"Stravinsky,  Igor","NOCES, LES","Stravinsky,  Igor_NOCES, LES",8
"Stravinsky,  Igor",ODE,"Stravinsky,  Igor_ODE",6
"Stravinsky,  Igor",OEDIPUS REX,"Stravinsky,  Igor_OEDIPUS REX",13
"Stravinsky,  Igor",PERSEPHONE,"Stravinsky,  Igor_PERSEPHONE",10
"Stravinsky,  Igor",PETRUSHKA (1911 VERSION),"Stravinsky,  Igor_PETRUSHKA (1911 VERSION)",55
"Stravinsky,  Igor",PETRUSHKA (1947 VERSION),"Stravinsky,  Igor_PETRUSHKA (1947 VERSION)",45
"Stravinsky,  Igor",PULCINELLA: COMPLETE,"Stravinsky,  Igor_PULCINELLA: COMPLETE",10
"Stravinsky,  Igor",PULCINELLA: SUITE,"Stravinsky,  Igor_PULCINELLA: SUITE",27
"Stravinsky,  Igor",RAGTIME FOR 11 INSTRUMENTS,"Stravinsky,  Igor_RAGTIME FOR 11 INSTRUMENTS",8
"Stravinsky,  Igor",RENARD,"Stravinsky,  Igor_RENARD",5
"Stravinsky,  Igor","SACRE DU PRINTEMPS, LE","Stravinsky,  Igor_SACRE DU PRINTEMPS, LE",105
"Stravinsky,  Igor",SCHERZO A LA RUSSE,"Stravinsky,  Igor_SCHERZO A LA RUSSE",9
"Stravinsky,  Igor","SCHERZO FANTASTIQUE, OP. 3","Stravinsky,  Igor_SCHERZO FANTASTIQUE, OP. 3",13
"Stravinsky,  Igor",SONG OF THE NIGHTINGALE,"Stravinsky,  Igor_SONG OF THE NIGHTINGALE",43
"Stravinsky,  Igor",SUITE NO. 1 FOR SMALL ORCHESTRA,"Stravinsky,  Igor_SUITE NO. 1 FOR SMALL ORCHESTRA",20
"Stravinsky,  Igor",SUITE NO. 2 FOR SMALL ORCHESTRA,"Stravinsky,  Igor_SUITE NO. 2 FOR SMALL ORCHESTRA",16
"Stravinsky,  Igor",SYMPHONIE DE PSAUMES (SYMPHONY OF PSALMS),"Stravinsky,  Igor_SYMPHONIE DE PSAUMES (SYMPHONY OF PSALMS)",26
"Stravinsky,  Igor",SYMPHONIES OF WIND INSTRUMENTS (1920 ORIGINAL),"Stravinsky,  Igor_SYMPHONIES OF WIND INSTRUMENTS (1920 ORIGINAL)",11
"Stravinsky,  Igor",SYMPHONIES OF WIND INSTRUMENTS (1947 VERSION),"Stravinsky,  Igor_SYMPHONIES OF WIND INSTRUMENTS (1947 VERSION)",18
"Stravinsky,  Igor",SYMPHONY IN C,"Stravinsky,  Igor_SYMPHONY IN C",12
"Stravinsky,  Igor",SYMPHONY IN THREE MOVEMENTS,"Stravinsky,  Igor_SYMPHONY IN THREE MOVEMENTS",46
"Stravinsky,  Igor",ZVEZDOLIKI (THE STAR VISAGED),"Stravinsky,  Igor_ZVEZDOLIKI (THE STAR VISAGED)",8
"Stucky,  Steven","ELEGY [FROM AUGUST 4, 1964]","Stucky,  Steven_ELEGY [FROM AUGUST 4, 1964]",6
"Stucky,  Steven",RHAPSODIES,"Stucky,  Steven_RHAPSODIES",7
"Sullivan,  Sir  Arthur  Seymour","MIKADO, THE","Sullivan,  Sir  Arthur  Seymour_MIKADO, THE",5
"Suppe [Suppé],  Franz  Von",LIGHT CAVALRY,"Suppe [Suppé],  Franz  Von_LIGHT CAVALRY",5
"Suppe [Suppé],  Franz  Von",POET AND PEASANT,"Suppe [Suppé],  Franz  Von_POET AND PEASANT",5
"Susato,  Tylman","DANSEREYE (DANCE COLLECTION), ARR. FOR BRASS (ARR. Iveson)","Susato,  Tylman_DANSEREYE (DANCE COLLECTION), ARR. FOR BRASS (ARR. Iveson)",9
"Swanson,  Howard",SHORT SYMPHONY,"Swanson,  Howard_SHORT SYMPHONY",8
"Szymanowski,  Karol","CONCERTO, VIOLIN, NO. 1, OP. 35","Szymanowski,  Karol_CONCERTO, VIOLIN, NO. 1, OP. 35",19
"Szymanowski,  Karol","CONCERTO, VIOLIN, NO. 2, OP. 61","Szymanowski,  Karol_CONCERTO, VIOLIN, NO. 2, OP. 61",15
"Szymanowski,  Karol","SYMPHONY NO. 4, OP. 60, ""SYMPHONIE CONCERTANTE""","Szymanowski,  Karol_SYMPHONY NO. 4, OP. 60, ""SYMPHONIE CONCERTANTE""",13
"Takemitsu,  Toru",ARC,"Takemitsu,  Toru_ARC",5
"Takemitsu,  Toru",CEREMONIAL,"Takemitsu,  Toru_CEREMONIAL",5
"Takemitsu,  Toru","NOVEMBER STEPS, NO. 1","Takemitsu,  Toru_NOVEMBER STEPS, NO. 1",7
"Tamberg,  Eino",CONCERTO GROSSO,"Tamberg,  Eino_CONCERTO GROSSO",5
"Taneyev,  Sergei","SYMPHONY NO. 4, C MINOR, OP.12","Taneyev,  Sergei_SYMPHONY NO. 4, C MINOR, OP.12",7
"Taylor,  Deems","THROUGH THE LOOKING GLASS, OP. 12","Taylor,  Deems_THROUGH THE LOOKING GLASS, OP. 12",6
"Tchaikovsky,  Pyotr  Ilyich","ANDANTE CANTABILE FOR ORCHESTRA, OP. 11 (ARR. Tchaikovsky)","Tchaikovsky,  Pyotr  Ilyich_ANDANTE CANTABILE FOR ORCHESTRA, OP. 11 (ARR. Tchaikovsky)",20
"Tchaikovsky,  Pyotr  Ilyich",BETWEEN BIRTHDAYS (OGDEN NASH) (ARR. Kostelanetz),"Tchaikovsky,  Pyotr  Ilyich_BETWEEN BIRTHDAYS (OGDEN NASH) (ARR. Kostelanetz)",8
"Tchaikovsky,  Pyotr  Ilyich","CAPRICCIO ITALIEN, OP.45","Tchaikovsky,  Pyotr  Ilyich_CAPRICCIO ITALIEN, OP.45",33
"Tchaikovsky,  Pyotr  Ilyich","CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 23","Tchaikovsky,  Pyotr  Ilyich_CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 23",188
"Tchaikovsky,  Pyotr  Ilyich","CONCERTO, PIANO, NO. 2, G MAJOR, OP.44","Tchaikovsky,  Pyotr  Ilyich_CONCERTO, PIANO, NO. 2, G MAJOR, OP.44",27
"Tchaikovsky,  Pyotr  Ilyich","CONCERTO, VIOLIN, D MAJOR, OP.35","Tchaikovsky,  Pyotr  Ilyich_CONCERTO, VIOLIN, D MAJOR, OP.35",238
"Tchaikovsky,  Pyotr  Ilyich","EUGENE ONEGIN, OP. 24","Tchaikovsky,  Pyotr  Ilyich_EUGENE ONEGIN, OP. 24",43
"Tchaikovsky,  Pyotr  Ilyich",FESTIVAL CORONATION MARCH (MARCHE SOLENNELLE),"Tchaikovsky,  Pyotr  Ilyich_FESTIVAL CORONATION MARCH (MARCHE SOLENNELLE)",29
"Tchaikovsky,  Pyotr  Ilyich","FRANCESCA DA RIMINI, OP. 32","Tchaikovsky,  Pyotr  Ilyich_FRANCESCA DA RIMINI, OP. 32",71
"Tchaikovsky,  Pyotr  Ilyich","HAMLET: INCIDENTAL MUSIC, OP. 67A","Tchaikovsky,  Pyotr  Ilyich_HAMLET: INCIDENTAL MUSIC, OP. 67A",5
"Tchaikovsky,  Pyotr  Ilyich","MARCHE SLAV, OP.31","Tchaikovsky,  Pyotr  Ilyich_MARCHE SLAV, OP.31",54
"Tchaikovsky,  Pyotr  Ilyich",MAZEPPA,"Tchaikovsky,  Pyotr  Ilyich_MAZEPPA",5
"Tchaikovsky,  Pyotr  Ilyich","NUTCRACKER, THE","Tchaikovsky,  Pyotr  Ilyich_NUTCRACKER, THE",36
"Tchaikovsky,  Pyotr  Ilyich","NUTCRACKER, THE: SUITE, OP. 71A","Tchaikovsky,  Pyotr  Ilyich_NUTCRACKER, THE: SUITE, OP. 71A",74
"Tchaikovsky,  Pyotr  Ilyich","OVERTURE, 1812, OP. 49","Tchaikovsky,  Pyotr  Ilyich_OVERTURE, 1812, OP. 49",79
"Tchaikovsky,  Pyotr  Ilyich",PIQUE DAME (QUEEN OF SPADES),"Tchaikovsky,  Pyotr  Ilyich_PIQUE DAME (QUEEN OF SPADES)",12
"Tchaikovsky,  Pyotr  Ilyich","ROMEO AND JULIET, FANTASY-OVERTURE","Tchaikovsky,  Pyotr  Ilyich_ROMEO AND JULIET, FANTASY-OVERTURE",163
"Tchaikovsky,  Pyotr  Ilyich","SERENADE FOR STRINGS, OP.48","Tchaikovsky,  Pyotr  Ilyich_SERENADE FOR STRINGS, OP.48",67
"Tchaikovsky,  Pyotr  Ilyich","SLEEPING BEAUTY, OP. 66","Tchaikovsky,  Pyotr  Ilyich_SLEEPING BEAUTY, OP. 66",5
"Tchaikovsky,  Pyotr  Ilyich","SLEEPING BEAUTY: SUITE, OP. 66A","Tchaikovsky,  Pyotr  Ilyich_SLEEPING BEAUTY: SUITE, OP. 66A",36
"Tchaikovsky,  Pyotr  Ilyich","SNOW MAIDEN (SNEGUROCHKA), OP. 12","Tchaikovsky,  Pyotr  Ilyich_SNOW MAIDEN (SNEGUROCHKA), OP. 12",5
"Tchaikovsky,  Pyotr  Ilyich","SUITE NO. 1, D MINOR, OP.43","Tchaikovsky,  Pyotr  Ilyich_SUITE NO. 1, D MINOR, OP.43",23
"Tchaikovsky,  Pyotr  Ilyich","SUITE NO. 3, G MAJOR, OP. 55","Tchaikovsky,  Pyotr  Ilyich_SUITE NO. 3, G MAJOR, OP. 55",38
"Tchaikovsky,  Pyotr  Ilyich","SUITE NO. 4, G MAJOR, OP. 61, ""MOZARTIANA""","Tchaikovsky,  Pyotr  Ilyich_SUITE NO. 4, G MAJOR, OP. 61, ""MOZARTIANA""",5
"Tchaikovsky,  Pyotr  Ilyich",SWAN LAKE: BALLET,"Tchaikovsky,  Pyotr  Ilyich_SWAN LAKE: BALLET",51
"Tchaikovsky,  Pyotr  Ilyich","SWAN LAKE: SUITE, OP.20A","Tchaikovsky,  Pyotr  Ilyich_SWAN LAKE: SUITE, OP.20A",12
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 1, G MINOR, OP.13 (WINTER DREAMS)","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 1, G MINOR, OP.13 (WINTER DREAMS)",13
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 2, C MINOR, OP.17 (LITTLE RUSSIAN)","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 2, C MINOR, OP.17 (LITTLE RUSSIAN)",51
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 3, D MAJOR, OP. 29 (POLISH)","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 3, D MAJOR, OP. 29 (POLISH)",5
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 4, F MINOR, OP. 36","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 4, F MINOR, OP. 36",261
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 5, E MINOR, OP. 64","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 5, E MINOR, OP. 64",263
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 6, B MINOR, OP. 74 (PATHÉTIQUE)","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY NO. 6, B MINOR, OP. 74 (PATHÉTIQUE)",223
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY, MANFRED, OP. 58","Tchaikovsky,  Pyotr  Ilyich_SYMPHONY, MANFRED, OP. 58",29
"Tchaikovsky,  Pyotr  Ilyich","TEMPEST, THE (SYMPHONY-FANTASIA), OP.18","Tchaikovsky,  Pyotr  Ilyich_TEMPEST, THE (SYMPHONY-FANTASIA), OP.18",7
"Tchaikovsky,  Pyotr  Ilyich","VARIATIONS ON A ROCOCO THEME, OP.33 (FITZENHAGEN)","Tchaikovsky,  Pyotr  Ilyich_VARIATIONS ON A ROCOCO THEME, OP.33 (FITZENHAGEN)",39
"Tchaikovsky,  Pyotr  Ilyich","VARIATIONS ON A ROCOCO THEME, OP.33 [ORIGINAL VERSION]","Tchaikovsky,  Pyotr  Ilyich_VARIATIONS ON A ROCOCO THEME, OP.33 [ORIGINAL VERSION]",13
"Telemann,  Georg  Philipp","CONCERTO, OBOE D'AMORE, G MAJOR","Telemann,  Georg  Philipp_CONCERTO, OBOE D'AMORE, G MAJOR",5
"Telemann,  Georg  Philipp","SUITE, FLUTE/ORCH, A MINOR, TWV 55:A2","Telemann,  Georg  Philipp_SUITE, FLUTE/ORCH, A MINOR, TWV 55:A2",6
"Thomas,  Ambroise",HAMLET,"Thomas,  Ambroise_HAMLET",10
"Thomas,  Ambroise",MIGNON,"Thomas,  Ambroise_MIGNON",11
"Thomas,  Augusta  Read",GATHERING PARADISE,"Thomas,  Augusta  Read_GATHERING PARADISE",5
"Thompson,  Randall",SYMPHONY NO. 2,"Thompson,  Randall_SYMPHONY NO. 2",12
"Thomson,  Virgil",BYRON'S DON JUAN: SHIPWRECK AND LOVE SCENE,"Thomson,  Virgil_BYRON'S DON JUAN: SHIPWRECK AND LOVE SCENE",8
"Thomson,  Virgil","SEINE AT NIGHT, THE","Thomson,  Virgil_SEINE AT NIGHT, THE",8
"Thomson,  Virgil",SYMPHONY ON A HYMN TUNE,"Thomson,  Virgil_SYMPHONY ON A HYMN TUNE",6
"Tower,  Joan",SEQUOIA,"Tower,  Joan_SEQUOIA",5
"Traditional,",ALL THROUGH THE NIGHT (WELSH FOLKSONG),"Traditional,_ALL THROUGH THE NIGHT (WELSH FOLKSONG)",5
"Traditional,",AMERICA,"Traditional,_AMERICA",7
"Traditional,",AULD LANG SYNE,"Traditional,_AULD LANG SYNE",11
"Traditional,",AULD LANG SYNE (ARR. Hochman),"Traditional,_AULD LANG SYNE (ARR. Hochman)",6
"Traditional,",AULD LANG SYNE (ARR. Lake),"Traditional,_AULD LANG SYNE (ARR. Lake)",18
"Traditional,",CAROL: DECK THE HALLS (ARR. Elkjer),"Traditional,_CAROL: DECK THE HALLS (ARR. Elkjer)",9
"Traditional,",CAROL: HARK! THE HERALD ANGELS SING,"Traditional,_CAROL: HARK! THE HERALD ANGELS SING",5
"Traditional,",CAROL: THE FIRST NOEL,"Traditional,_CAROL: THE FIRST NOEL",11
"Traditional,",FADO OF LISBON,"Traditional,_FADO OF LISBON",7
"Traditional,",FRERE JACQUES,"Traditional,_FRERE JACQUES",6
"Traditional,",INDIAN TRADITIONAL FESTIVE DRUMS,"Traditional,_INDIAN TRADITIONAL FESTIVE DRUMS",5
"Traditional,",LA BAMBA DE VERA CRUZ (ARR. Tucci),"Traditional,_LA BAMBA DE VERA CRUZ (ARR. Tucci)",7
"Traditional,","MINSTREL BOY, THE (ARR. Fisher)","Traditional,_MINSTREL BOY, THE (ARR. Fisher)",6
"Traditional,","MY LORD, WHAT A MORNIN' (ARR. Burleigh)","Traditional,_MY LORD, WHAT A MORNIN' (ARR. Burleigh)",5
"Traditional,",PORTUGUESE FOLKSONGS (ARR. Gomes),"Traditional,_PORTUGUESE FOLKSONGS (ARR. Gomes)",7
"Traditional,",SONG OF THE BIRDS (ARR. Casals),"Traditional,_SONG OF THE BIRDS (ARR. Casals)",6
"Trojahn,  Manfred",FIRST SEA PICTURE FOR LARGE ORCHESTRA,"Trojahn,  Manfred_FIRST SEA PICTURE FOR LARGE ORCHESTRA",7
"Turina,  Joaquin","DANZAS FANTASTICAS, OP. 22","Turina,  Joaquin_DANZAS FANTASTICAS, OP. 22",5
"Turina,  Joaquin","LA ORACIÓN DEL TORERO, OP. 34","Turina,  Joaquin_LA ORACIÓN DEL TORERO, OP. 34",9
"Turina,  Joaquin","POEMA EN FORMA DE CANCIONES, OP. 19","Turina,  Joaquin_POEMA EN FORMA DE CANCIONES, OP. 19",5
"Turnage,  Mark-Anthony",FRIEZE,"Turnage,  Mark-Anthony_FRIEZE",5
"Valerius,  Adriaen",WE GATHER TOGETHER (THANKSGIVING HYMN),"Valerius,  Adriaen_WE GATHER TOGETHER (THANKSGIVING HYMN)",8
"Varese [Varèse],  Edgard",AMERIQUES [AMÉRIQUES],"Varese [Varèse],  Edgard_AMERIQUES [AMÉRIQUES]",8
"Varese [Varèse],  Edgard",ARCANA,"Varese [Varèse],  Edgard_ARCANA",20
"Varese [Varèse],  Edgard",INTEGRALES [INTÉGRALES],"Varese [Varèse],  Edgard_INTEGRALES [INTÉGRALES]",12
"Varese [Varèse],  Edgard",IONISATION,"Varese [Varèse],  Edgard_IONISATION",13
"Vaughan Williams,  Ralph",FANTASIA ON A THEME BY THOMAS TALLIS,"Vaughan Williams,  Ralph_FANTASIA ON A THEME BY THOMAS TALLIS",30
"Vaughan Williams,  Ralph",FANTASIA ON GREENSLEEVES,"Vaughan Williams,  Ralph_FANTASIA ON GREENSLEEVES",5
"Vaughan Williams,  Ralph",JOB; A MASQUE FOR DANCING,"Vaughan Williams,  Ralph_JOB; A MASQUE FOR DANCING",6
"Vaughan Williams,  Ralph",SYMPHONY NO. 2 IN G MAJOR (A LONDON SYMPHONY),"Vaughan Williams,  Ralph_SYMPHONY NO. 2 IN G MAJOR (A LONDON SYMPHONY)",25
"Vaughan Williams,  Ralph",SYMPHONY NO. 3 (A PASTORAL SYMPHONY),"Vaughan Williams,  Ralph_SYMPHONY NO. 3 (A PASTORAL SYMPHONY)",7
"Vaughan Williams,  Ralph",SYMPHONY NO. 4 IN F MINOR,"Vaughan Williams,  Ralph_SYMPHONY NO. 4 IN F MINOR",27
"Vaughan Williams,  Ralph",SYMPHONY NO. 5 IN D MAJOR,"Vaughan Williams,  Ralph_SYMPHONY NO. 5 IN D MAJOR",8
"Vaughan Williams,  Ralph","SYMPHONY NO. 6, E MINOR","Vaughan Williams,  Ralph_SYMPHONY NO. 6, E MINOR",8
"Verdi,  Giuseppe",AIDA,"Verdi,  Giuseppe_AIDA",15
"Verdi,  Giuseppe",DON CARLO,"Verdi,  Giuseppe_DON CARLO",7
"Verdi,  Giuseppe",ERNANI,"Verdi,  Giuseppe_ERNANI",11
"Verdi,  Giuseppe","FORZA DEL DESTINO, LA","Verdi,  Giuseppe_FORZA DEL DESTINO, LA",71
"Verdi,  Giuseppe",FOUR SACRED PIECES,"Verdi,  Giuseppe_FOUR SACRED PIECES",20
"Verdi,  Giuseppe",LUISA MILLER,"Verdi,  Giuseppe_LUISA MILLER",7
"Verdi,  Giuseppe",MACBETH,"Verdi,  Giuseppe_MACBETH",5
"Verdi,  Giuseppe",OTELLO,"Verdi,  Giuseppe_OTELLO",17
"Verdi,  Giuseppe",REQUIEM,"Verdi,  Giuseppe_REQUIEM",37
"Verdi,  Giuseppe",RIGOLETTO,"Verdi,  Giuseppe_RIGOLETTO",13
"Verdi,  Giuseppe","TRAVIATA, LA","Verdi,  Giuseppe_TRAVIATA, LA",14
"Verdi,  Giuseppe","TROVATORE, IL","Verdi,  Giuseppe_TROVATORE, IL",11
"Verdi,  Giuseppe","VESPRI SICILIANI, I","Verdi,  Giuseppe_VESPRI SICILIANI, I",22
"Vieuxtemps,  Henri","CONCERTO, VIOLIN, NO. 4, D MINOR, OP.31","Vieuxtemps,  Henri_CONCERTO, VIOLIN, NO. 4, D MINOR, OP.31",19
"Vieuxtemps,  Henri","CONCERTO, VIOLIN, NO. 5, A MINOR, OP.37","Vieuxtemps,  Henri_CONCERTO, VIOLIN, NO. 5, A MINOR, OP.37",5
"Vieuxtemps,  Henri","SOUVENIR D'AMERIQUE, ON YANKEE DOODLE (ARR. Bell)","Vieuxtemps,  Henri_SOUVENIR D'AMERIQUE, ON YANKEE DOODLE (ARR. Bell)",6
"Villa-Lobos,  Heitor",BACHIANAS BRASILEIRAS NO. 1,"Villa-Lobos,  Heitor_BACHIANAS BRASILEIRAS NO. 1",7
"Villa-Lobos,  Heitor",BACHIANAS BRASILEIRAS NO. 2,"Villa-Lobos,  Heitor_BACHIANAS BRASILEIRAS NO. 2",24
"Villa-Lobos,  Heitor",BACHIANAS BRASILEIRAS NO. 5,"Villa-Lobos,  Heitor_BACHIANAS BRASILEIRAS NO. 5",7
"Villa-Lobos,  Heitor",BACHIANAS BRASILEIRAS NO. 7,"Villa-Lobos,  Heitor_BACHIANAS BRASILEIRAS NO. 7",8
"Villa-Lobos,  Heitor",CHOROS NO. 10 (RASGA O CORACAO),"Villa-Lobos,  Heitor_CHOROS NO. 10 (RASGA O CORACAO)",5
"Villa-Lobos,  Heitor",MAGDALENA,"Villa-Lobos,  Heitor_MAGDALENA",5
"Villa-Lobos,  Heitor",MEMORIES OF YOUTH,"Villa-Lobos,  Heitor_MEMORIES OF YOUTH",6
"Viotti,  Giovanni  Battista","CONCERTO FOR VIOLIN, NO.  22","Viotti,  Giovanni  Battista_CONCERTO FOR VIOLIN, NO.  22",7
"Vivaldi,  Antonio","CONCERTO GROSSO, A MINOR, RV 161 (ARR. Franko)","Vivaldi,  Antonio_CONCERTO GROSSO, A MINOR, RV 161 (ARR. Franko)",13
"Vivaldi,  Antonio","CONCERTO GROSSO, A MINOR, RV 161 (ARR. Molinari)","Vivaldi,  Antonio_CONCERTO GROSSO, A MINOR, RV 161 (ARR. Molinari)",12
"Vivaldi,  Antonio","CONCERTO GROSSO, D MINOR, RV 565 (ARR. Siloti)","Vivaldi,  Antonio_CONCERTO GROSSO, D MINOR, RV 565 (ARR. Siloti)",17
"Vivaldi,  Antonio","CONCERTO GROSSO, G MINOR, RV 577","Vivaldi,  Antonio_CONCERTO GROSSO, G MINOR, RV 577",6
"Vivaldi,  Antonio","CONCERTO, FLUTE, C MINOR, RV 441","Vivaldi,  Antonio_CONCERTO, FLUTE, C MINOR, RV 441",5
"Vivaldi,  Antonio","CONCERTO, MANDOLINS (2), G MAJOR, RV 532","Vivaldi,  Antonio_CONCERTO, MANDOLINS (2), G MAJOR, RV 532",11
"Vivaldi,  Antonio","CONCERTO, OBOE, D MINOR, RV 454","Vivaldi,  Antonio_CONCERTO, OBOE, D MINOR, RV 454",6
"Vivaldi,  Antonio","CONCERTO, PICCOLO, A MINOR, RV 445","Vivaldi,  Antonio_CONCERTO, PICCOLO, A MINOR, RV 445",6
"Vivaldi,  Antonio","CONCERTO, PICCOLO, C MAJOR, RV 443","Vivaldi,  Antonio_CONCERTO, PICCOLO, C MAJOR, RV 443",9
"Vivaldi,  Antonio","CONCERTO, TRUMPETS (2), C MAJOR, RV 537","Vivaldi,  Antonio_CONCERTO, TRUMPETS (2), C MAJOR, RV 537",9
"Vivaldi,  Antonio","CONCERTO, VIOLIN, C MINOR, RV 199, ""IL SOSPETTO""","Vivaldi,  Antonio_CONCERTO, VIOLIN, C MINOR, RV 199, ""IL SOSPETTO""",5
"Vivaldi,  Antonio","CONCERTO, VIOLIN, E MAJOR, RV 269 (SPRING FROM THE FOUR SEASONS)","Vivaldi,  Antonio_CONCERTO, VIOLIN, E MAJOR, RV 269 (SPRING FROM THE FOUR SEASONS)",19
"Vivaldi,  Antonio","CONCERTO, VIOLIN, F MAJOR, RV 293 (AUTUMN FROM THE FOUR SEASONS)","Vivaldi,  Antonio_CONCERTO, VIOLIN, F MAJOR, RV 293 (AUTUMN FROM THE FOUR SEASONS)",14
"Vivaldi,  Antonio","CONCERTO, VIOLIN, F MINOR, RV 297 (WINTER FROM THE FOUR SEASONS)","Vivaldi,  Antonio_CONCERTO, VIOLIN, F MINOR, RV 297 (WINTER FROM THE FOUR SEASONS)",19
"Vivaldi,  Antonio","CONCERTO, VIOLIN, G MINOR, RV 315 (SUMMER FROM THE FOUR SEASONS)","Vivaldi,  Antonio_CONCERTO, VIOLIN, G MINOR, RV 315 (SUMMER FROM THE FOUR SEASONS)",14
"Vivaldi,  Antonio","CONCERTO, VIOLINS (3), F MAJOR, RV 551","Vivaldi,  Antonio_CONCERTO, VIOLINS (3), F MAJOR, RV 551",10
"Vivaldi,  Antonio","CONCERTO, VIOLINS (4),  B MINOR, RV 580","Vivaldi,  Antonio_CONCERTO, VIOLINS (4),  B MINOR, RV 580",22
"Wade,  John  Francis","ADESTE FIDELES (O COME, ALL YE FAITHFUL)","Wade,  John  Francis_ADESTE FIDELES (O COME, ALL YE FAITHFUL)",11
"Wagenaar,  Johan","CYRANO DE BERGERAC, OVERTURE, OP. 23","Wagenaar,  Johan_CYRANO DE BERGERAC, OVERTURE, OP. 23",8
"Wagner,  Richard","FAUST OVERTURE, WWV 59","Wagner,  Richard_FAUST OVERTURE, WWV 59",57
"Wagner,  Richard","FLIEGENDE HOLLANDER [HOLLÄNDER], DER","Wagner,  Richard_FLIEGENDE HOLLANDER [HOLLÄNDER], DER",128
"Wagner,  Richard",GOTTERDAMMERUNG [GÖTTERDÄMMERUNG],"Wagner,  Richard_GOTTERDAMMERUNG [GÖTTERDÄMMERUNG]",190
"Wagner,  Richard",KAISERMARSCH,"Wagner,  Richard_KAISERMARSCH",11
"Wagner,  Richard",LOHENGRIN,"Wagner,  Richard_LOHENGRIN",227
"Wagner,  Richard","MEISTERSINGER, DIE, WWV 96","Wagner,  Richard_MEISTERSINGER, DIE, WWV 96",378
"Wagner,  Richard","MEISTERSINGER, DIE, WWV 96:  PREISLIED (VN, ORCH) (ARR. Wilhelmj)","Wagner,  Richard_MEISTERSINGER, DIE, WWV 96:  PREISLIED (VN, ORCH) (ARR. Wilhelmj)",12
"Wagner,  Richard","PARSIFAL, WWV 111","Wagner,  Richard_PARSIFAL, WWV 111",116
"Wagner,  Richard","PARSIFAL, WWV 111:  MARCH OF THE KNIGHTS/BELL SCENE (ARR. Kistler)","Wagner,  Richard_PARSIFAL, WWV 111:  MARCH OF THE KNIGHTS/BELL SCENE (ARR. Kistler)",6
"Wagner,  Richard","RHEINGOLD, DAS WWV 86A","Wagner,  Richard_RHEINGOLD, DAS WWV 86A",6
"Wagner,  Richard","RHEINGOLD, DAS WWV 86A: ENTRANCE, GODS INTO VALHALLA (ARR. Zumpe)","Wagner,  Richard_RHEINGOLD, DAS WWV 86A: ENTRANCE, GODS INTO VALHALLA (ARR. Zumpe)",31
"Wagner,  Richard","RIENZI, WWV 49","Wagner,  Richard_RIENZI, WWV 49",97
"Wagner,  Richard","RING DES NIBELUNGEN, DER: EXCERPTS  (ARR. Stransky)","Wagner,  Richard_RING DES NIBELUNGEN, DER: EXCERPTS  (ARR. Stransky)",5
"Wagner,  Richard","SIEGFRIED IDYLL, WWV 103","Wagner,  Richard_SIEGFRIED IDYLL, WWV 103",119
"Wagner,  Richard","SIEGFRIED, WWV 86C","Wagner,  Richard_SIEGFRIED, WWV 86C",65
"Wagner,  Richard","TANNHAUSER, WWV 70","Wagner,  Richard_TANNHAUSER, WWV 70",309
"Wagner,  Richard","TRISTAN UND ISOLDE, WWV 90","Wagner,  Richard_TRISTAN UND ISOLDE, WWV 90",335
